region,anzsic_descriptor,sub_industry,household_category,gas,units,magnitude,year,data_val
Bay of Plenty,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,72.44
Bay of Plenty,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,71.68
Bay of Plenty,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,87.4
Bay of Plenty,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,85.91
Bay of Plenty,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,84.81
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,97.34
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,104.72
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,103.41
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,112.04
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,109.96
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,106.43
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,107.88
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,116.34
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,111.19
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,117.05
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,115.51
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,111.34
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,123.39
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,113.78
Canterbury,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,110.19
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6.83
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6.01
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5.66
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5.92
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6.17
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,6.5
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7.05
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7.22
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5.27
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5.29
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,5.22
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,5.94
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7.15
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,7.83
Gisborne,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,7.67
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,24.43
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,24.18
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,23.51
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,25.78
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,25.39
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,24.62
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,25.81
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,24.27
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,22.84
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,25.6
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,25.83
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,24.87
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,27.16
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,28.65
Hawke's Bay,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,27.96
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,37.77
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,37.4
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,38.58
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,42.59
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,42.36
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,40.31
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,37.22
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,36.73
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,33.55
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,35.09
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,34.59
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,34.35
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,38.11
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,36.59
Manawatū-Whanganui,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,36.05
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,9.25
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,9.06
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,8.96
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,9.27
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,8.78
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,8.16
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,8.5
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,8.64
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7.8
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,8.04
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7.91
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7.6
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8.78
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,7.72
Marlborough,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,7.24
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,23.85
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,23.84
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,23.23
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,24.22
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,23.72
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,21.55
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,21.24
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,21.88
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,20.04
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,21.49
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,22.78
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,21.85
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,23.62
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,22.72
Northland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,21.52
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,45.36
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,50.43
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,49.88
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,52.41
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,51.09
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,49.21
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,50.28
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,55.01
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,50.9
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,54.95
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,55.88
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,52.36
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,55.18
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,47.4
Otago,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,43.01
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,15.62
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,16.33
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,17.06
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,18.85
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,19.16
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,18.44
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,18.44
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,19.29
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,17.14
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,16.78
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,16.21
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,15.2
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,16.23
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,14.38
Southland,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,13.73
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,14.94
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,16.32
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,16.4
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,17.1
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,17.05
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,16.12
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,15.66
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,16.22
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,14.95
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,15.71
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,16.48
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,15.03
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,15.19
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,14.15
Taranaki,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,13.6
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,15.74
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,16.69
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,16.24
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,17.07
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,16.8
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,17.21
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,16.87
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,18.88
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,17.84
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,18.97
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,18.78
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,19.17
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,21.43
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,19.18
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,18.55
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,74.92
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,76.38
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,74.51
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,79.39
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,76.66
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,71.49
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,68
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,72.13
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,68.3
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,66.4
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,64.47
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,62.59
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,70.36
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,68.5
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,66.38
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,79.82
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,83.02
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,82.88
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,87.12
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,86.81
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,82.53
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,82.78
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,82.8
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,75.9
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,79.19
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,75.6
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,71.35
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,78.64
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,70.68
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,67.92
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,8.51
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,9.16
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,9.12
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,9.88
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,9.53
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,9.19
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,9.27
